10,24,37
37,43,47
35,94,99
3,7,19
11,18,24
3,19,30
24,27,59
3,30,39
7,35,59
35,37,59
18,30,79
23,24,58
23,35,67
19,30,47
31,52,53
58,86,99
12,21,33
52,53,80
18,91,94
50,51,58
18,35,50
14,17,60
46,72,96
8,18,59
10,23,86
30,47,91
14,17,96
59,91,94
5,10,99
5,43,47
5,35,43
59,94,99
8,23,30
11,18,37
3,67,83
3,59,79
5,45,56
10,49,79
8,37,50
8,56,63
7,27,37
27,45,86
23,37,90
0,21,28
10,23,63
20,40,42
4,45,61
5,27,43
7,79,83
7,50,56
3,18,19
2,15,45
39,63,94
58,59,94
30,67,82
23,79,91
17,21,41
23,30,86
27,83,90
8,63,79
36,93,98
18,23,30
7,37,58
35,49,59
47,50,91
21,33,41
8,18,49
5,8,43
29,79,90
54,70,88
23,30,63
11,28,35
8,59,86
18,47,99
4,21,67
8,10,86
11,39,86
64,76,98
1,21,49
79,86,91
18,23,43
37,59,79
43,56,94
35,51,82
7,67,99
43,49,91
7,18,63
50,83,99
7,18,99
21,44,68
3,9,45
18,59,86
21,28,60
11,30,94
7,45,52
3,27,99
14,65,81
35,51,59
3,50,82
17,72,81
8,24,83
45,86,92
27,49,59
3,11,90
0,21,31
17,46,65
39,50,91
3,43,79
56,63,94
1,95,96
4,36,64
0,10,21
72,81,95
6,32,66
37,63,67
0,84,92
50,56,94
3,58,63
68,69,97
3,49,94
3,10,23
9,26,45
5,47,82
39,47,94
25,53,71
1,21,39
7,24,91
3,39,86
3,43,56
49,58,91
29,59,79
47,50,94
27,51,82
1,65,81
19,39,94
27,29,63
30,49,94
12,33,85
18,24,82
34,68,73
1,17,46
2,6,61
15,71,77
35,47,79
27,37,39
44,53,80
3,30,94
29,47,82
8,51,90
15,45,61
10,29,63
79,86,94
8,35,82
45,49,51
43,49,58
20,42,45
37,58,86
37,50,82
10,29,99
27,59,99
4,16,76
24,35,90
0,12,21
22,76,98
23,30,43
51,79,99
43,82,91
21,72,97
37,43,79
9,33,38
24,58,79
8,21,39
16,64,76
28,45,81
10,51,59
7,35,91
15,52,77
11,19,51
21,49,86
21,68,99
50,67,99
62,73,97
11,21,97
56,59,91
58,79,86
39,50,58
37,49,94
18,51,90
24,35,67
50,51,90
18,43,86
3,5,19
37,58,99
5,50,82
5,29,59
21,42,82
37,43,56
35,43,63
2,21,31
5,43,79
3,90,99
8,58,83
2,10,21
28,67,82
47,82,94
48,70,88
21,49,99
27,47,79
2,13,32
10,21,49
40,42,92
50,79,86
50,82,91
5,49,94
23,47,86
12,21,78
47,83,94
29,58,86
18,24,49
7,39,79
3,45,68
20,21,97
23,29,37
11,67,82
7,8,91
5,43,56
33,78,85
8,91,94
13,32,61
11,37,59
4,21,37
6,13,32
30,91,99
15,71,80
11,18,82
8,35,49
28,59,91
1,60,96
3,11,47
17,45,57
54,87,88
31,52,75
31,44,71
35,50,56
3,21,97
14,46,60
5,30,94
50,63,91
9,21,31
23,28,86
5,21,45
10,35,82
29,39,86
29,58,99
10,47,56
64,93,98
3,19,29
27,43,63
27,35,59
28,51,91
23,29,50
8,30,91
56,58,94
7,35,58
3,49,51
0,74,84
10,28,79
18,49,91
18,50,56
24,27,94
35,37,94
18,94,99
51,63,99
18,39,83
1,21,81
45,47,70
4,45,83
2,45,90
19,29,86
4,17,21
18,24,39
8,27,63
28,39,94
35,39,59
11,47,94
14,17,95
45,61,90
10,24,49
37,43,59
18,37,94
58,63,86
11,37,49
23,43,47
8,24,30
50,67,79
8,35,39
18,30,91
30,45,58
23,43,83
21,37,97
10,50,79
12,21,45
24,35,47
23,49,99
21,23,49
0,21,63
71,75,80
48,54,88
7,11,63
23,50,63
5,43,59
51,59,83
8,39,50
16,22,36
39,67,99
16,33,45
58,63,99
23,39,90
3,59,91
11,29,58
23,24,47
60,72,96
47,67,94
15,25,53
37,49,51
35,49,58
27,37,94
10,94,99
19,59,99
1,33,45
39,50,51
3,10,91
0,8,21
35,82,91
10,35,49
11,23,99
5,11,47
5,63,94
2,26,66
45,80,93
7,20,45
10,47,59
23,39,67
4,20,21
47,59,67
8,63,91
62,69,97
18,82,91
2,5,21
1,21,84
21,41,57
11,43,91
59,79,86
35,63,91
24,37,83
5,7,90
62,68,73
30,59,67
33,36,45
11,18,39
7,24,28
5,24,35
10,18,94
10,19,59
23,43,50
2,21,86
3,29,58
25,45,89
23,45,96
5,37,90
37,59,91
10,11,91
35,51,94
0,21,30
10,35,39
23,27,47
8,67,79
27,82,91
19,43,86
14,81,96
48,87,88
43,50,67
7,83,91
5,23,47
24,27,51
10,49,58
28,47,50
37,47,94
7,45,64
12,38,78
10,79,86
3,10,58
3,51,59
58,86,91
49,50,86
23,49,79
3,43,91
4,16,98
4,36,76
27,63,91
11,28,37
24,27,28
5,10,91
2,8,21
30,50,94
10,45,65
19,43,99
3,7,24
11,18,29
4,21,69
17,60,96
34,69,73
3,10,35
11,23,43
19,59,79
3,23,90
29,59,91
11,23,79
5,79,82
8,47,91
14,17,65
59,82,94
0,13,21
18,24,94
24,47,99
7,45,54
35,47,91
47,49,82
27,37,51
4,21,82
10,51,94
15,53,77
3,23,67
28,50,51
28,49,86
7,86,91
8,35,94
47,50,83
45,86,94
30,58,83
7,30,47
82,91,94
69,73,97
19,39,83
58,59,63
51,56,91
3,47,51
23,59,82
24,28,63
2,21,30
37,43,91
28,35,43
41,55,57
24,28,99
10,67,79
22,41,45
11,19,63
21,28,75
46,65,96
28,79,91
16,76,98
28,30,49
17,72,96
7,28,63
10,21,84
24,35,79
86,91,99
18,35,94
7,28,99
5,50,94
50,83,91
6,32,45
45,67,93
45,59,89
11,49,63
30,39,51
2,21,43
9,21,89
5,43,91
10,24,94
28,56,79
8,50,91
18,58,82
11,37,94
23,37,49
1,60,95
27,47,91
5,7,24
59,67,82
43,86,91
4,76,93
39,50,83
19,50,82
31,53,75
35,50,91
3,35,67
10,21,97
40,74,92
8,39,59
21,35,68
63,79,82
39,47,50
25,71,75
37,47,51
23,39,99
39,58,59
43,63,79
35,58,67
18,39,82
5,58,83
21,39,43
28,82,86
10,21,74
14,46,72
35,39,58
9,21,43
30,50,51
21,43,49
43,67,90
0,20,40
10,35,94
35,39,94
2,21,33
21,24,72
15,44,52
21,68,78
5,39,47
58,83,99
5,18,24
50,86,91
23,37,39
3,79,91
18,21,41
23,43,82
15,25,75
5,28,37
3,29,90
5,39,83
10,21,51
47,63,82
14,45,84
4,35,45
30,45,93
13,21,49
11,82,91
19,30,94
27,28,67
7,10,18
28,63,86
1,72,95
24,45,96
8,49,94
18,24,51
24,28,43
30,79,91
27,50,91
7,50,90
21,23,84
5,43,58
8,39,49
8,50,58
3,67,94
3,59,90
5,23,79
3,30,63
7,35,83
5,35,90
60,72,95
15,25,52
16,34,45
27,58,67
50,67,91
3,7,79
23,51,99
23,24,82
3,11,49
25,44,53
23,35,91
37,49,86
5,28,50
35,50,58
22,64,93
24,35,59
18,24,28
44,71,75
9,21,33
5,27,90
11,24,99
7,19,79
7,39,94
29,43,58
23,58,79
3,37,79
5,23,56
58,94,99
2,21,23
5,35,67
47,82,86
3,19,67
18,50,58
19,79,90
10,21,41
40,42,84
50,51,59
5,50,51
43,47,79
31,45,51
5,21,24
4,64,98
5,27,67
21,41,92
60,95,96
44,52,75
59,83,91
30,82,86
10,24,51
5,8,90
10,28,58
23,39,79
29,35,67
23,43,49
52,75,77
24,39,47
47,59,79
53,71,75
24,91,94
14,45,51
7,24,63
24,94,99
10,19,94
49,79,86
0,40,42
24,35,49
43,91,99
21,60,82
29,50,51
5,30,86
60,65,81
21,23,51
9,21,23
70,87,88
42,84,92
14,81,95
23,27,82
30,67,83
14,60,72
30,59,79
30,79,94
7,91,94
7,35,50
7,94,99
28,43,79
16,93,98
1,60,65
35,86,91
10,50,58
58,86,90
2,4,45
40,42,74
5,30,63
50,58,94
6,26,61
8,18,50
6,45,74
45,47,62
3,43,90
49,51,86
21,33,78
28,39,86
8,11,47
18,86,91
24,49,82
41,45,89
5,23,59
15,31,75
3,8,24
19,28,91
45,72,96
59,86,91
0,9,45
31,44,53
4,45,52
2,45,59
45,57,89
8,47,90
37,79,94
45,68,98
23,49,91
79,82,94
28,30,94
11,47,63
53,77,80
34,62,68
7,8,50
11,24,79
23,79,82
18,67,91
18,19,51
24,63,79
39,58,91
18,28,99
13,26,61
35,49,50
8,56,67
21,28,97
27,86,91
7,45,89
27,37,86
26,61,66
30,58,82
23,37,94
19,59,91
43,79,91
11,23,91
21,41,72
21,33,68
3,47,50
20,42,92
72,81,96
2,7,45
24,51,82
10,37,86
23,29,94
34,68,97
9,33,85
3,10,24
3,29,37
10,82,94
11,43,47
18,82,83
30,58,59
11,35,43
14,65,95
17,72,95
28,50,63
19,21,41
14,46,81
11,35,79
50,91,94
58,67,79
0,21,45
24,59,63
43,67,99
48,54,70
23,59,94
29,63,86
8,58,94
18,86,94
37,82,94
19,28,58
8,29,67
11,90,99
3,27,90
7,37,39
5,45,50
10,18,86
6,13,66
4,22,36
2,21,78
11,27,79
8,51,91
56,79,94
8,35,83
35,51,86
43,49,59
23,49,58
0,21,22
5,28,82
5,7,59
19,29,58
5,27,37
7,59,99
42,74,84
3,5,43
23,82,91
7,21,72
29,63,99
3,5,79
45,83,86
35,37,43
8,39,94
11,27,56
10,11,24
18,59,90
37,63,94
11,39,67
1,17,60
37,47,86
18,58,94
30,39,99
39,58,94
3,19,99
5,37,59
3,58,90
3,43,47
27,86,94
11,23,58
5,59,83
1,65,72
5,10,47
10,56,67
3,5,56
9,21,78
21,44,49
19,43,91
21,28,41
63,79,94
0,45,68
5,18,23
43,63,91
10,11,37
3,58,67
3,10,27
47,91,94
7,47,79
5,47,86
21,61,74
18,39,94
11,23,35
10,29,90
27,59,90
49,50,91
1,46,72
27,29,67
25,56,85
23,63,67
2,21,45
7,43,86
17,60,65
21,68,90
8,35,50
10,67,94
10,59,90
3,39,67
10,51,86
23,43,94
5,28,49
3,8,79
27,59,67
47,63,94
27,28,79
5,10,37
31,53,77
37,50,86
21,23,60
43,67,79
14,60,81
17,27,45
10,18,30
2,21,22
18,47,83
37,43,83
24,58,83
44,75,80
24,50,79
19,47,51
20,45,59
21,49,90
15,44,77
74,84,92
3,8,56
8,35,63
28,47,94
50,59,99
27,28,56
37,58,67
3,83,86
3,43,50
37,50,63
45,47,71
45,58,80
8,49,83
50,51,94
18,35,86
5,50,86
35,43,67
32,34,45
5,11,94
30,39,43
10,18,43
8,28,83
28,37,58
31,71,80
13,17,45
16,64,93
30,43,49
15,25,77
27,47,83
49,50,58
53,75,80
50,79,90
18,35,63
9,21,22
43,47,91
23,47,90
5,27,79
29,50,86
24,47,58
5,50,99
28,51,82
10,24,63
7,35,49
2,6,32
19,49,51
90,91,94
10,47,83
11,18,50
23,39,91
14,72,81
25,31,80
3,19,56
18,28,59
27,35,86
15,52,71
47,59,91
3,11,51
19,50,51
31,44,75
29,51,59
4,76,98
29,58,67
7,30,91
44,71,77
19,24,35
39,43,49
10,43,90
63,86,90
37,43,50
23,27,94
62,68,97
30,59,91
29,50,99
41,45,88
23,30,99
5,23,58
28,43,91
15,25,31
21,68,70
24,50,82
11,58,99
58,83,91
5,24,59
11,21,68
3,23,39
10,29,47
21,48,97
7,27,63
1,14,46
26,32,61
5,21,26
7,27,99
18,24,43
24,28,35
30,79,83
8,27,67
79,83,94
5,43,50
8,11,59
58,63,90
18,30,59
0,11,45
43,50,91
23,50,90
23,43,51
15,25,44
23,35,47
24,39,49
21,49,70
18,19,86
8,45,57
3,29,59
27,58,59
50,59,79
39,59,91
19,30,63
7,28,35
4,45,64
43,79,90
19,29,67
43,58,67
91,94,99
11,23,90
46,95,96
9,38,78
0,19,21
7,50,59
7,82,91
0,21,67
65,72,81
5,27,82
10,47,50
23,39,58
10,58,59
3,19,23
7,43,56
2,8,45
5,56,82
24,79,99
28,47,51
19,27,35
19,59,67
34,69,97
47,59,94
3,10,59
3,21,68
21,41,48
30,58,94
27,30,59
7,30,58
19,51,99
18,35,43
45,68,87
45,47,64
10,23,79
5,27,59
41,45,55
51,58,99
5,56,59
8,11,49
0,20,84
9,12,38
18,30,49
29,35,59
20,74,92
8,37,43
15,31,77
7,27,30
11,43,59
30,43,91
6,45,53
21,29,87
24,37,51
59,79,90
5,79,83
1,46,81
59,90,99
59,63,82
8,19,30
23,82,90
5,29,82
5,8,59
22,36,98
30,51,67
23,30,79
43,50,58
3,24,91
42,45,92
28,35,67
24,82,94
10,27,67
43,83,91
2,21,90
65,95,96
10,11,59
23,35,50
21,37,68
8,37,56
5,7,35
5,59,82
24,45,68
5,28,94
17,65,81
10,35,43
29,39,47
23,27,51
5,27,49
11,24,58
21,22,24
29,50,56
27,90,99
27,63,82
7,18,79
7,82,94
39,43,91
19,43,90
2,19,21
0,20,74
18,19,30
35,43,99
21,22,60
18,30,39
0,3,21
10,45,92
2,21,67
35,45,59
28,37,90
2,41,45
10,30,49
1,17,72
29,37,58
5,58,94
11,43,49
18,29,79
76,93,98
29,67,86
30,47,51
5,67,99
23,27,28
28,30,86
17,46,81
5,10,59
3,35,91
5,23,28
51,91,99
18,19,43
1,9,45
39,58,83
4,93,98
14,95,96
7,47,91
11,23,47
23,37,86
8,47,59
30,43,94
3,23,94
19,50,83
29,51,91
5,19,35
14,46,96
20,42,84
43,82,94
3,24,58
9,21,67
18,47,82
19,47,50
0,5,21
35,47,59
10,19,30
23,29,86
7,35,94
15,52,80
27,45,59
46,60,72
23,37,63
5,24,91
83,94,99
28,79,82
19,29,37
3,8,91
0,6,21
10,21,75
12,21,68
14,17,46
5,10,49
3,24,35
23,28,99
43,67,91
10,43,99
12,33,78
3,5,58
8,27,99
2,21,34
23,29,63
5,43,82
39,43,94
8,58,86
8,50,82
11,79,82
4,18,21
24,50,91
15,75,77
11,23,37
51,94,99
25,44,77
1,72,96
50,82,94
17,45,83
43,47,90
49,83,90
2,25,45
20,42,74
12,45,66
0,21,99
63,67,99
8,50,59
11,49,67
6,21,39
3,18,90
18,28,58
5,35,91
21,68,92
18,58,86
3,19,91
28,59,94
18,29,59
19,58,91
24,39,94
15,53,71
7,47,94
35,49,94
2,32,61
18,43,79
21,39,70
50,63,94
19,50,86
3,56,94
35,43,56
8,79,99
28,51,94
8,30,94
0,45,60
39,79,86
58,83,90
10,39,91
63,82,91
18,49,94
7,24,51
39,58,63
75,77,80
10,11,29
21,49,92
3,11,63
2,13,61
23,47,79
2,45,93
29,58,79
1,14,81
6,61,66
27,29,59
21,23,75
1,45,68
5,43,49
45,59,83
14,60,96
10,28,59
24,50,58
4,21,30
18,39,63
5,39,51
3,8,35
21,26,85
16,22,98
3,23,51
23,35,82
55,57,89
8,45,92
23,28,43
23,47,56
10,29,59
4,64,76
1,21,97
4,16,36
18,23,91
7,50,58
7,29,35
23,28,79
0,21,66
7,21,31
10,43,79
0,20,21
12,14,45
19,37,79
23,29,43
3,19,58
5,23,83
23,43,63
39,49,90
10,49,94
27,39,58
19,82,86
50,59,91
1,21,74
4,22,93
13,61,66
37,58,59
3,10,94
37,90,91
37,49,90
31,44,77
35,82,94
24,56,86
24,35,63
2,17,21
27,30,94
60,65,95
21,24,30
19,24,37
0,40,92
35,91,99
5,27,94
7,19,83
24,49,83
5,19,90
3,19,35
23,50,79
5,56,94
1,17,81
8,63,94
21,68,72
47,90,94
28,47,63
3,11,30
31,33,45
3,82,90
4,13,21
8,56,91
12,21,38
50,51,63
60,65,72
8,19,29
10,23,91
34,62,69
35,63,94
7,8,51
24,37,86
58,59,86
23,39,47
41,45,67
23,50,56
19,56,82
47,58,82
23,94,99
8,23,35
14,33,45
23,35,49
24,39,51
18,63,94
7,37,86
18,23,58
45,55,57
0,21,33
9,39,45
29,58,59
5,30,90
25,77,80
3,18,24
0,42,92
58,59,99
28,43,47
29,39,82
18,45,81
11,18,19
21,26,29
23,30,91
41,45,80
5,23,50
32,61,66
18,39,43
8,29,91
1,21,41
7,37,63
21,38,39
3,63,67
28,49,99
58,86,94
7,67,91
5,59,94
45,84,97
5,30,67
43,49,83
19,29,82
3,35,90
29,39,59
21,41,86
41,45,57
5,23,27
45,61,86
5,10,94
65,72,96
24,82,83
11,49,99
4,21,72
11,39,91
18,29,91
35,59,91
0,21,23
6,45,55
43,79,82
30,47,63
11,23,82
21,41,63
14,46,95
1,65,96
7,19,63
23,79,86
24,79,91
11,30,99
7,45,57
35,47,94
3,58,91
15,53,80
10,23,35
44,77,80
49,58,83
3,8,90
27,37,90
5,18,83
47,50,86
30,58,86
21,22,26
29,39,49
5,19,47
1,46,96
23,30,58
27,29,91
18,47,94
37,43,94
25,52,75
67,83,94
24,29,67
10,67,82
4,21,62
10,37,90
9,23,45
64,76,93
7,45,70
11,35,47
6,26,32
24,37,43
27,59,91
47,50,99
24,43,86
59,79,82
5,63,67
